,Month,DayOfWeek,Time,SecurityDelay
4566034,8,6,6,11.0
575598,1,4,17,19.0
1394202,3,7,9,38.0
3628703,7,4,14,6.0
671205,2,5,13,7.0
1762881,3,5,17,38.0
3033520,6,6,20,8.0
1906037,4,7,16,6.0
2968027,5,6,19,18.0
4055937,7,2,13,3.0
6730363,12,1,6,14.0
430313,1,3,11,3.0
6950511,12,6,11,7.0
3572652,6,5,11,36.0
1991925,4,4,16,3.0
3020958,6,2,21,4.0
4102067,7,5,9,13.0
1745327,3,4,18,8.0
6721974,12,3,6,25.0
3722025,7,6,18,16.0
489361,1,3,8,18.0
3057612,6,6,19,4.0
3060254,6,7,15,13.0
4253177,8,5,6,14.0
3597612,6,6,6,73.0
6551581,12,2,9,9.0
2596993,5,1,18,1.0
2055671,4,4,20,19.0
4351155,8,5,18,3.0
3666701,7,1,11,7.0
3951294,7,1,12,3.0
2363963,4,7,19,9.0
885934,2,5,18,14.0
4239432,8,1,11,15.0
114166,1,4,6,9.0
1721834,3,2,13,2.0
3544372,6,5,20,7.0
5231914,9,5,13,357.0
569360,1,1,14,4.0
6495210,12,5,13,19.0
517645,1,3,15,39.0
3120189,6,7,16,8.0
1238258,3,5,11,15.0
584130,1,1,15,10.0
4204597,7,1,19,5.0
536604,1,2,20,67.0
4264194,8,2,17,16.0
1426433,3,6,7,59.0
1023356,2,5,11,3.0
6947938,12,6,8,15.0
1269645,3,1,15,9.0
1302547,3,1,18,15.0
2452333,5,4,6,6.0
6030384,11,7,10,7.0
2272935,4,1,11,11.0
5356243,9,4,18,29.0
1124284,2,3,18,57.0
1441479,3,2,22,12.0
58820,1,1,10,1.0
5705413,10,5,17,164.0
4158254,7,6,11,2.0
6700040,12,6,16,21.0
3940314,7,5,18,5.0
24012,1,4,14,12.0
6566752,12,4,12,14.0
1240043,3,6,8,4.0
428577,1,3,9,37.0
10543,1,7,20,15.0
1909918,4,1,10,4.0
6208045,11,2,13,24.0
3678395,7,5,9,18.0
1902820,4,6,12,4.0
692211,2,5,6,11.0
1765087,3,3,19,15.0
3723506,7,1,16,10.0
4177424,7,5,7,10.0
707528,2,4,17,9.0
47558,1,4,15,11.0
3101000,6,5,14,12.0
866227,2,5,7,4.0
436836,1,3,13,33.0
568453,1,7,17,17.0
6198037,11,6,14,16.0
3709620,7,3,14,7.0
6528147,12,1,8,8.0
2972767,5,4,6,7.0
6498200,12,6,14,9.0
3255520,6,7,15,21.0
5333938,9,6,10,10.0
1293394,3,1,18,15.0
1234175,3,4,6,6.0
1282782,3,4,18,30.0
716012,2,1,17,7.0
6562546,12,2,18,9.0
6951617,12,2,6,23.0
1894451,4,5,14,5.0
4673566,8,1,16,6.0
2719722,5,3,15,72.0
6400234,11,6,14,48.0
3659923,7,6,17,8.0
1260133,3,5,6,17.0
3282509,6,7,10,13.0
1377091,3,3,6,35.0
3146716,6,7,6,27.0
114644,1,7,19,9.0
3136600,6,1,8,36.0
1723506,3,6,17,4.0
4513763,8,6,7,9.0
1304401,3,2,17,22.0
3180708,6,2,15,15.0
5546288,10,7,8,8.0
6540673,12,6,10,8.0
1911132,4,2,15,16.0
1317852,3,6,8,82.0
3901588,7,4,19,33.0
6416967,11,3,14,7.0
1792691,4,4,20,8.0
3849277,7,3,12,34.0
1903502,4,7,21,10.0
629521,2,7,17,5.0
2482764,5,6,10,19.0
3750421,7,4,6,26.0
5496416,10,4,6,7.0
3144714,6,5,11,102.0
4381864,8,2,20,216.0
4334121,8,1,8,7.0
55659,1,7,20,5.0
5101953,9,4,13,2.0
1205762,3,3,14,6.0
3615706,7,7,19,6.0
1270393,3,1,8,3.0
6964367,12,6,16,18.0
3280304,6,5,18,25.0
6621201,12,7,19,2.0
6061149,11,4,9,15.0
2656130,5,5,7,3.0
886082,2,5,14,17.0
4323645,8,5,17,1.0
6835861,12,3,7,12.0
2326138,4,3,18,1.0
4185834,7,3,17,8.0
3555476,6,6,20,23.0
1286493,3,7,16,2.0
6523399,12,7,16,14.0
5920434,10,7,19,85.0
4778167,8,4,16,26.0
2820401,5,1,17,7.0
550780,1,2,16,8.0
5409358,10,5,20,1.0
6551965,12,2,7,29.0
202619,1,2,21,15.0
1284051,3,6,19,30.0
1266655,3,7,21,6.0
4947758,9,5,18,5.0
6730017,12,3,7,4.0
3103883,6,1,14,4.0
108648,1,7,17,2.0
885989,2,5,20,11.0
690976,2,4,9,6.0
868607,2,7,18,16.0
1245666,3,1,19,5.0
4884326,9,1,7,11.0
1189930,3,5,7,7.0
1045142,2,1,6,17.0
5895420,10,7,14,19.0
6929169,12,3,12,9.0
484170,1,3,11,35.0
6620780,12,1,9,21.0
6551995,12,2,6,19.0
6564388,12,7,6,15.0
2116823,4,1,7,392.0
6521274,12,6,9,9.0
6555017,12,3,9,6.0
1017363,2,2,19,1.0
100572,1,3,10,18.0
4156614,7,3,19,14.0
695800,2,7,9,7.0
2258163,4,6,6,12.0
1317856,3,6,8,51.0
2969035,5,4,19,13.0
182261,1,3,7,26.0
2895944,5,7,7,24.0
5475325,10,4,10,41.0
4798383,8,3,14,15.0
886764,2,5,17,6.0
6169690,11,6,7,8.0
3533856,6,7,18,2.0
1217699,3,6,17,5.0
3778112,7,1,6,4.0
3121590,6,7,21,7.0
302582,1,4,12,9.0
6521788,12,6,10,4.0
769730,2,1,6,16.0
4519310,8,3,13,15.0
3125673,6,7,15,37.0
1253622,3,3,19,1.0
6400305,11,6,13,45.0
116405,1,3,14,5.0
6073185,11,5,8,22.0
3617944,7,1,17,7.0
3255500,6,7,18,22.0
4498183,8,1,22,14.0
1813592,4,4,7,8.0
1521256,3,1,12,4.0
535495,1,6,21,9.0
3554484,6,6,21,9.0
6984280,12,7,16,10.0
5100885,9,3,20,8.0
655228,2,1,8,16.0
2487904,5,5,7,8.0
3428125,6,7,12,32.0
331285,1,5,10,23.0
653171,2,7,16,33.0
873909,2,4,19,18.0
1747865,3,1,19,9.0
1625872,3,5,21,9.0
6963283,12,4,22,10.0
1142399,2,3,20,10.0
6193027,11,5,15,19.0
4453117,8,7,16,50.0
624441,2,5,20,9.0
106626,1,4,6,8.0
1235246,3,5,6,14.0
6978037,12,1,21,59.0
3283845,6,1,16,17.0
3901399,7,4,20,24.0
6732510,12,1,6,18.0
482785,1,5,17,14.0
3026815,6,4,14,4.0
1281785,3,6,17,11.0
1212891,3,5,16,8.0
1435676,3,6,8,63.0
301529,1,3,6,4.0
5579410,10,4,18,3.0
1225644,3,2,18,18.0
97669,1,4,6,15.0
4772272,8,4,7,6.0
1886275,4,3,17,12.0
97719,1,1,6,12.0
179796,1,1,11,102.0
1349557,3,1,11,46.0
3621773,7,2,21,12.0
4239382,8,1,11,15.0
91835,1,4,14,29.0
6636780,12,1,16,1.0
289184,1,7,20,29.0
1188678,3,5,7,34.0
1189759,3,5,17,11.0
52891,1,6,16,7.0
2499633,5,6,10,4.0
2688990,5,5,10,26.0
1291083,3,4,19,8.0
5778612,10,4,10,56.0
5324236,9,6,18,32.0
6657132,12,7,6,50.0
2599259,5,3,13,27.0
2313760,4,3,10,15.0
6582808,12,4,9,17.0
6964304,12,6,9,51.0
68232,1,4,16,5.0
1292117,3,7,13,4.0
3559881,6,6,20,11.0
6525689,12,1,8,21.0
2936140,5,4,16,6.0
1327860,3,7,13,16.0
4441468,8,6,12,68.0
5867255,10,6,6,5.0
4514343,8,6,20,29.0
6724609,12,6,18,2.0
3714714,7,3,6,44.0
6492234,12,4,15,4.0
3808292,7,5,7,22.0
1910424,4,5,9,15.0
4188172,7,5,19,6.0
768085,2,7,18,30.0
6559664,12,5,19,12.0
671456,2,5,18,3.0
6730959,12,1,6,6.0
569281,1,3,8,6.0
885999,2,5,17,12.0
4196987,7,3,18,3.0
6951513,12,2,6,30.0
3055432,6,5,20,6.0
5576404,10,7,14,5.0
3876606,7,5,9,24.0
127806,1,1,16,1.0
886745,2,5,19,4.0
6718923,12,1,8,20.0
3265821,6,1,19,22.0
1482312,3,7,19,4.0
6368926,11,4,19,12.0
4346640,8,6,15,12.0
6949509,12,4,9,9.0
298571,1,3,7,32.0
5405854,10,4,17,7.0
3719869,7,4,14,17.0
2487396,5,3,12,40.0
1466410,3,7,17,17.0
193221,1,3,8,25.0
6165547,11,3,19,36.0
713111,2,7,15,3.0
1610368,3,6,8,10.0
3008173,6,5,18,6.0
3737944,7,2,14,2.0
2851856,5,4,10,71.0
2082962,4,2,16,3.0
6028030,11,7,7,12.0
1914687,4,4,7,12.0
1346334,3,6,19,78.0
1239156,3,6,13,6.0
3788086,7,6,12,18.0
4252689,8,5,8,30.0
93256,1,4,6,6.0
542922,1,3,19,11.0
1256833,3,4,16,8.0
567983,1,3,7,6.0
300563,1,3,16,16.0
1125440,2,5,21,10.0
6539147,12,5,14,14.0
5238237,9,3,11,33.0
483614,1,2,6,17.0
1827893,4,1,14,1.0
3135026,6,6,15,15.0
109764,1,3,19,32.0
1151061,2,7,18,15.0
3337760,6,6,8,32.0
2355630,4,6,13,7.0
6657938,12,4,6,10.0
3115769,6,6,19,25.0
1823534,4,7,14,6.0
2510046,5,7,17,6.0
6400300,11,6,13,3.0
6515242,12,4,7,17.0
3114771,6,6,17,18.0
6169836,11,6,17,12.0
5077727,9,5,18,35.0
885962,2,5,13,3.0
774707,2,4,7,28.0
4769439,8,5,6,25.0
1892352,4,2,14,2.0
3111862,6,6,19,6.0
3102880,6,1,18,3.0
6979587,12,6,0,6.0
1898080,4,7,15,9.0
5646463,10,5,16,22.0
1836802,4,4,6,22.0
848782,2,5,18,9.0
6555018,12,3,7,9.0
4104316,7,3,13,52.0
4198100,7,6,6,11.0
3172702,6,4,18,68.0
4109402,7,4,13,35.0
1292263,3,6,14,33.0
3255456,6,7,15,24.0
2083064,4,2,7,21.0
338965,1,5,6,7.0
3794011,7,4,21,9.0
722735,2,3,14,6.0
457925,1,2,19,67.0
52383,1,6,18,28.0
2345524,4,6,18,21.0
1028643,2,5,6,14.0
2482869,5,6,10,10.0
1298457,3,2,15,4.0
3679159,7,5,9,93.0
6045047,11,2,20,34.0
685621,2,3,17,6.0
78305,1,7,10,8.0
6907156,12,3,11,17.0
692219,2,5,7,10.0
2351726,4,5,15,7.0
374498,1,5,8,1.0
2082220,4,2,14,8.0
1506975,3,3,14,6.0
33113,1,7,16,7.0
478841,1,3,17,13.0
1377401,3,4,6,34.0
1287239,3,6,18,38.0
4160889,7,5,11,15.0
4286657,8,1,11,11.0
3129024,6,5,15,20.0
5020998,9,5,6,41.0
480009,1,4,11,24.0
300571,1,3,10,17.0
2671302,5,3,8,18.0
1757098,3,7,12,6.0
3440079,6,7,12,11.0
2467723,5,2,7,12.0
4291034,8,3,18,4.0
2237086,4,5,13,1.0
1251356,3,2,14,14.0
4765625,8,1,17,2.0
852358,2,1,7,15.0
121263,1,3,19,31.0
4413793,8,3,15,113.0
4105816,7,3,15,21.0
4315436,8,3,6,7.0
3115627,6,1,17,20.0
6824602,12,2,6,17.0
3567677,6,1,19,21.0
652543,2,7,18,7.0
1731985,3,5,14,6.0
6659303,12,4,18,10.0
109312,1,2,20,8.0
6816657,12,1,12,9.0
1908315,4,2,11,4.0
3003334,6,4,16,5.0
3105283,6,7,15,18.0
1305081,3,2,19,27.0
3116160,6,7,19,10.0
3016153,6,1,20,26.0
1831898,4,2,13,18.0
3690722,7,1,10,4.0
4529213,8,4,15,10.0
4191283,7,7,18,2.0
6030894,11,7,18,1.0
1378809,3,4,6,40.0
120982,1,7,15,12.0
2428559,5,4,7,22.0
1303628,3,6,13,9.0
1229916,3,3,7,10.0
4773516,8,7,7,7.0
688270,2,4,13,4.0
156741,1,5,10,15.0
5633447,10,1,8,6.0
3563729,6,4,15,21.0
3704688,7,7,7,8.0
1115221,2,6,20,8.0
1446248,3,5,9,19.0
5558909,10,2,6,15.0
5100471,9,3,16,10.0
4773970,8,1,17,16.0
301511,1,3,11,3.0
3736640,7,7,12,8.0
3573512,6,4,19,8.0
1140089,2,5,15,4.0
810410,2,5,16,19.0
1474330,3,6,20,16.0
1706259,3,3,6,19.0
3078571,6,5,21,2.0
584210,1,4,9,78.0
4811771,8,5,13,25.0
725347,2,6,18,9.0
2512901,5,5,12,3.0
1900163,4,5,21,6.0
114663,1,1,17,5.0
625227,2,5,17,5.0
1293536,3,2,19,4.0
3448485,6,7,12,17.0
1765832,3,7,23,5.0
5326212,9,4,16,18.0
1992624,4,5,19,74.0
1915914,4,7,17,4.0
2083023,4,2,10,16.0
2434815,5,5,18,6.0
6327952,11,4,6,10.0
6895100,12,1,7,13.0
3109841,6,7,21,5.0
2362455,4,5,7,8.0
653153,2,7,17,9.0
6964896,12,7,6,9.0
865974,2,5,11,10.0
434490,1,3,7,7.0
6951597,12,2,8,39.0
6593215,12,6,16,19.0
1722256,3,3,0,9.0
6041986,11,6,18,7.0
2493452,5,4,15,7.0
6514686,12,4,6,10.0
2365700,4,2,10,1.0
1399915,3,6,9,31.0
607140,2,7,10,16.0
4414958,8,4,11,65.0
3092282,6,4,7,6.0
4138732,7,4,7,115.0
1660325,3,4,11,7.0
3118457,6,7,17,10.0
585512,1,3,18,23.0
2452265,5,4,16,27.0
2707077,5,6,11,155.0
1989151,4,3,13,4.0
2495811,5,2,14,8.0
3628554,7,4,14,22.0
3050661,6,4,7,7.0
1502001,3,5,13,82.0
2599345,5,3,13,46.0
299356,1,3,18,12.0
1848272,4,7,19,5.0
7343,1,6,16,2.0
4348413,8,6,14,1.0
1191189,3,5,20,1.0
982759,2,2,6,16.0
3685513,7,7,14,1.0
337035,1,3,7,40.0
3282911,6,1,6,4.0
4151537,7,6,10,24.0
1111611,2,4,10,12.0
721148,2,7,15,18.0
6527248,12,1,14,13.0
3895555,7,6,14,4.0
4892390,9,3,19,3.0
6511517,12,3,15,29.0
6965449,12,1,7,9.0
1239164,3,6,13,4.0
6538521,12,5,16,30.0
1746462,3,7,18,11.0
4140280,7,2,6,19.0
1240030,3,6,6,9.0
6562829,12,1,11,6.0
3100689,6,3,18,54.0
4822924,8,6,6,11.0
1718719,3,2,17,20.0
5242179,9,1,13,9.0
4157218,7,4,11,30.0
2666078,5,6,18,11.0
2363491,4,5,19,11.0
1918171,4,6,18,40.0
6525651,12,1,12,36.0
6547909,12,1,20,4.0
3067525,6,2,20,10.0
6964422,12,6,8,22.0
654148,2,7,16,3.0
6553903,12,3,13,10.0
6978563,12,1,6,14.0
1403656,3,6,8,65.0
650489,2,6,10,6.0
7334,1,6,17,20.0
6760577,12,5,12,11.0
10869,1,7,14,10.0
6951535,12,2,10,22.0
55754,1,7,11,14.0
6977771,12,2,14,24.0
5337156,9,6,7,5.0
4813697,8,4,18,6.0
1455621,3,6,9,11.0
4270800,8,4,14,7.0
1923021,4,1,6,15.0
571641,1,3,19,16.0
1831212,4,2,20,8.0
4257713,8,7,17,15.0
6954171,12,2,19,36.0
1349574,3,1,7,33.0
5358061,9,4,14,114.0
1712104,3,7,20,12.0
3003607,6,4,8,6.0
581751,1,2,17,9.0
5620415,10,4,20,28.0
650519,2,6,17,5.0
3662876,7,7,13,8.0
263570,1,7,18,52.0
6620866,12,1,7,10.0
571488,1,5,6,8.0
2601462,5,4,7,20.0
3506342,6,3,12,7.0
3641920,7,1,19,3.0
3567517,6,1,19,45.0
1183143,3,3,16,8.0
4895129,9,4,19,24.0
3733262,7,6,14,15.0
1818738,4,5,17,4.0
4207184,7,5,8,15.0
5582676,10,7,5,11.0
1293508,3,3,16,10.0
519642,1,5,17,24.0
671958,2,5,7,11.0
4799055,8,5,20,9.0
6731355,12,1,7,12.0
10017,1,7,11,10.0
1289510,3,7,16,3.0
4770930,8,2,17,7.0
6968765,12,6,18,8.0
4379616,8,6,20,40.0
5625078,10,1,10,4.0
774558,2,4,16,25.0
4964600,9,1,12,21.0
1238069,3,5,15,1.0
2493137,5,7,17,11.0
3121751,6,1,17,7.0
691721,2,5,8,15.0
1296218,3,3,14,10.0
5578312,10,7,10,24.0
881413,2,3,12,1.0
6816710,12,6,6,12.0
621034,2,4,15,3.0
3653933,7,4,18,8.0
1218737,3,7,11,4.0
299056,1,3,6,37.0
1986242,4,3,14,12.0
1192674,3,6,11,8.0
4150281,7,3,19,31.0
1460839,3,3,18,46.0
4486204,8,6,6,45.0
3188214,6,7,8,9.0
3122854,6,1,19,9.0
1271729,3,6,19,13.0
1918659,4,2,16,37.0
3916551,7,3,12,19.0
1220280,3,7,19,3.0
3371598,6,1,9,9.0
6478575,12,7,18,27.0
3882738,7,3,19,16.0
5100425,9,3,16,2.0
4188094,7,3,17,8.0
4155109,7,6,11,21.0
3524697,6,7,16,21.0
9910,1,7,18,8.0
4796443,8,6,9,10.0
2331416,4,5,23,6.0
5461163,10,7,19,3.0
1221702,3,1,19,1.0
1455608,3,6,7,15.0
2817712,5,5,15,14.0
675637,2,7,17,2.0
1836847,4,4,7,41.0
4439963,8,5,17,7.0
1218370,3,7,8,19.0
781766,2,1,7,56.0
2884498,5,6,11,10.0
3038226,6,7,7,14.0
2332099,4,6,21,3.0
805761,2,2,6,30.0
6525665,12,1,13,27.0
4510232,8,3,17,115.0
3338670,6,7,11,66.0
300024,1,3,12,39.0
5756054,10,3,17,3.0
6500227,12,7,18,1.0
6438002,11,6,17,16.0
604518,1,1,17,49.0
3892950,7,4,21,44.0
4043,1,5,20,2.0
298793,1,3,8,15.0
6411056,11,7,11,5.0
6964300,12,6,9,65.0
4568370,8,2,17,22.0
6052292,11,6,6,10.0
6024633,11,6,20,12.0
300595,1,3,13,18.0
1456770,3,7,17,28.0
799762,2,5,17,47.0
926161,2,6,22,14.0
3261990,6,5,11,11.0
568213,1,6,18,14.0
6549519,12,1,6,26.0
708596,2,1,12,11.0
5734078,10,3,2,11.0
3030893,6,5,16,1.0
3426160,6,7,12,15.0
3017581,6,1,15,8.0
6731934,12,1,6,12.0
627,1,4,6,6.0
3333663,6,1,5,10.0
722357,2,1,12,10.0
6642723,12,5,20,26.0
1870031,4,7,14,2.0
5403038,10,3,12,38.0
1825058,4,7,12,9.0
4345172,8,3,17,7.0
884245,2,5,15,15.0
3574534,6,1,11,9.0
6470170,12,4,20,4.0
1215542,3,6,17,7.0
624418,2,5,18,1.0
573248,1,5,18,11.0
3709616,7,2,18,11.0
639335,2,3,8,50.0
191840,1,2,21,15.0
4148992,7,2,17,12.0
4342537,8,4,19,16.0
6931663,12,7,7,11.0
622529,2,4,17,6.0
3388095,6,7,6,20.0
3052837,6,4,21,5.0
2957389,5,7,11,15.0
5511871,10,1,7,19.0
3325893,6,7,21,90.0
3604221,7,3,12,23.0
5510,1,5,16,6.0
1265801,3,7,15,7.0
4429009,8,5,7,17.0
1516508,3,3,6,14.0
3016218,6,1,11,26.0
91988,1,4,13,11.0
6966396,12,2,15,9.0
1519842,3,6,15,14.0
4778613,8,5,20,6.0
696303,2,1,9,23.0
584336,1,4,6,28.0
2417058,5,7,13,3.0
2255384,4,1,16,45.0
4161008,7,5,19,45.0
3125849,6,1,19,31.0
2510607,5,6,6,10.0
1317837,3,6,8,126.0
298664,1,3,9,2.0
4186191,7,4,21,33.0
1050397,2,6,6,9.0
3702563,7,3,9,15.0
5475321,10,4,11,18.0
122005,1,5,20,9.0
1148679,2,3,11,10.0
78215,1,7,14,80.0
3714522,7,7,15,11.0
1215946,3,6,8,19.0
3819152,7,5,16,11.0
6972989,12,1,19,8.0
547222,1,3,6,13.0
6428138,11,6,21,6.0
611471,2,1,15,2.0
1197464,3,7,16,5.0
1240069,3,6,7,3.0
3704212,7,2,16,16.0
5024336,9,7,15,11.0
5623749,10,7,9,17.0
1387835,3,3,19,64.0
122681,1,7,18,21.0
4966778,9,5,11,126.0
2346084,4,7,19,24.0
296351,1,2,13,14.0
6193907,11,6,20,20.0
522818,1,6,12,24.0
3549984,6,1,7,9.0
644626,2,4,20,7.0
5646502,10,5,18,6.0
5341123,9,1,16,13.0
1753897,3,4,16,38.0
5510721,10,7,14,22.0
575365,1,3,15,1.0
527523,1,2,6,15.0
3715231,7,7,17,2.0
692201,2,5,7,8.0
2870985,5,6,11,130.0
4298858,8,5,20,50.0
3575878,6,4,12,12.0
1190326,3,5,9,18.0
710597,2,6,18,28.0
653168,2,7,15,47.0
297099,1,2,17,20.0
6114980,11,5,14,30.0
568228,1,2,19,6.0
16567,1,2,11,5.0
653093,2,7,15,15.0
648433,2,5,15,6.0
2075134,4,5,12,7.0
1156475,2,6,17,12.0
5910581,10,7,18,25.0
4877809,9,5,17,11.0
1396048,3,1,19,53.0
5826794,10,4,14,6.0
1474031,3,6,6,15.0
6366038,11,1,15,7.0
1998543,4,1,12,7.0
1152798,2,6,19,22.0
5633393,10,1,8,6.0
1235002,3,4,15,1.0
3574582,6,2,14,7.0
6721186,12,3,16,20.0
6169843,11,6,17,48.0
3134346,6,5,16,92.0
6598877,12,1,7,22.0
709594,2,1,6,16.0
1005298,2,1,12,13.0
3103941,6,7,21,17.0
6563612,12,1,14,6.0
723630,2,6,11,13.0
6567455,12,3,17,3.0
1576226,3,5,14,1.0
1276022,3,2,11,5.0
3732176,7,1,18,18.0
1748705,3,5,6,22.0
2315512,4,1,22,25.0
6521727,12,6,12,12.0
3037248,6,7,20,26.0
4806699,8,4,15,17.0
6843751,12,5,6,20.0
6721977,12,3,7,36.0
4561577,8,5,5,11.0
4335113,8,1,18,24.0
2315504,4,1,22,23.0
1824259,4,7,9,3.0
6287853,11,4,6,9.0
5493872,10,1,13,1.0
6765817,12,2,14,13.0
4346419,8,4,15,8.0
3120725,6,7,19,5.0
4973042,9,7,16,15.0
2362805,4,7,14,6.0
3548795,6,6,22,16.0
4524252,8,7,17,58.0
1577950,3,3,17,10.0
6511498,12,3,12,1.0
4510257,8,3,23,35.0
3302270,6,6,8,30.0
1101972,2,7,15,6.0
1800356,4,7,18,2.0
2360771,4,5,7,15.0
6963461,12,4,19,33.0
138576,1,1,14,17.0
4884775,9,1,12,7.0
4371696,8,2,17,19.0
4282192,8,7,19,2.0
5834235,10,5,13,26.0
1954488,4,1,6,15.0
3564422,6,5,20,17.0
6730946,12,1,7,15.0
6548885,12,1,7,12.0
2517185,5,4,18,7.0
300576,1,3,18,17.0
2327315,4,5,14,15.0
1895107,4,5,20,22.0
75353,1,6,11,10.0
868713,2,7,18,12.0
539210,1,1,21,9.0
4382294,8,3,5,39.0
6964295,12,6,9,88.0
6521728,12,6,12,4.0
6541116,12,6,10,16.0
4670534,8,6,14,29.0
6182795,11,3,9,7.0
4202427,7,1,0,17.0
577988,1,2,10,27.0
2393233,5,7,19,3.0
297155,1,2,20,26.0
1290135,3,7,17,19.0
6531819,12,2,15,6.0
121451,1,7,16,3.0
3058682,6,6,9,10.0
1466377,3,7,15,42.0
1724213,3,1,19,56.0
1296961,3,2,19,7.0
2949950,5,7,18,9.0
1736213,3,5,9,7.0
5516118,10,1,17,27.0
1714872,3,6,18,2.0
331359,1,7,14,8.0
4966705,9,5,6,19.0
6001631,11,5,19,5.0
6709316,12,7,18,4.0
6839967,12,7,7,33.0
1863009,4,4,12,7.0
97162,1,5,11,69.0
3726468,7,6,7,17.0
1253583,3,3,14,9.0
2836621,5,7,6,8.0
564486,1,5,21,7.0
6892209,12,3,15,36.0
3640221,7,7,21,5.0
2964766,5,6,21,15.0
100656,1,3,16,13.0
2487506,5,5,9,70.0
2427496,5,3,11,5.0
6042824,11,5,16,7.0
6721028,12,2,7,9.0
1249660,3,2,7,12.0
126993,1,1,18,4.0
6945387,12,6,20,23.0
59732,1,1,16,2.0
6965021,12,7,7,19.0
5653878,10,4,11,45.0
2689581,5,5,14,4.0
6612796,12,1,15,43.0
3565385,6,5,19,2.0
1610430,3,6,9,30.0
6973450,12,1,17,15.0
2362926,4,4,16,36.0
647352,2,5,20,6.0
372,1,4,16,3.0
115109,1,3,15,6.0
6645706,12,6,9,13.0
6947955,12,6,9,2.0
6975386,12,5,6,14.0
4325143,8,6,8,26.0
1383624,3,7,6,38.0
4500989,8,3,20,5.0
3726877,7,1,18,2.0
2422254,5,2,6,15.0
639814,2,3,7,17.0
3735153,7,6,6,11.0
1753489,3,1,18,3.0
2491649,5,7,18,5.0
2449257,5,3,14,6.0
3020174,6,2,19,1.0
6024598,11,6,11,15.0
202621,1,2,14,15.0
206730,1,4,9,16.0
107047,1,3,14,4.0
5415156,10,7,8,48.0
3097224,6,4,9,18.0
2219748,4,1,10,39.0
5910708,10,7,18,12.0
6408650,11,7,21,64.0
4486192,8,1,6,16.0
6951303,12,1,21,32.0
3901508,7,4,19,29.0
4391191,8,5,12,91.0
5771720,10,7,9,2.0
1352669,3,3,6,15.0
655222,2,1,7,19.0
5592142,10,4,11,32.0
3559310,6,6,18,4.0
1265672,3,7,10,2.0
6532324,12,3,8,1.0
6400219,11,6,15,20.0
1439797,3,7,21,8.0
1303774,3,6,18,24.0
2925856,5,5,17,7.0
1758816,3,5,15,7.0
3144263,6,4,13,34.0
3887852,7,7,17,9.0
5910782,10,7,18,9.0
5414334,10,7,12,3.0
6963851,12,5,7,13.0
645754,2,4,13,3.0
1154001,2,5,20,20.0
4150582,7,3,12,69.0
2044810,4,3,22,22.0
1423988,3,6,8,83.0
3114682,6,6,18,15.0
3090339,6,4,8,6.0
5969474,11,2,9,36.0
629431,2,7,18,18.0
6628268,12,2,7,20.0
705466,2,6,19,7.0
4206677,7,6,20,17.0
4772439,8,5,11,6.0
5999285,11,4,18,1.0
886354,2,5,16,3.0
6483160,12,1,11,19.0
1157616,2,5,6,20.0
2440154,5,7,13,6.0
3564603,6,6,0,34.0
1756293,3,5,8,8.0
2683878,5,6,12,69.0
1242101,3,7,11,3.0
1481440,3,7,18,6.0
6730593,12,1,15,9.0
3744506,7,3,6,26.0
6981109,12,4,18,7.0
2401695,5,3,13,4.0
6521732,12,6,12,8.0
4097701,7,4,7,140.0
6951430,12,2,7,71.0
3709508,7,3,13,6.0
846892,2,7,12,53.0
2920391,5,6,20,5.0
3713663,7,1,6,7.0
1474308,3,6,20,20.0
1292516,3,7,15,24.0
3627955,7,4,18,28.0
5491757,10,3,10,2.0
584141,1,3,19,10.0
4110341,7,3,15,26.0
5912212,10,4,13,13.0
6993550,12,1,15,9.0
1825507,4,7,9,10.0
5326313,9,5,15,4.0
1516497,3,6,6,19.0
